id,step_name,endpoint,task_type,db_schema,db_table,priority,is_active,pre_sql_exec,pre_sql,select_sql,from_sql,where_sql,post_sql
1,"ItemsCus","Item",0,"nav2017_cus","Item",1,True,,,,,,
2,"ItemCategoryCus","Item Category",0,"nav2017_cus","ItemCategory",2,True,,,,,,
100,"ProductGroupCus","Product Group",0,"nav2017_cus","ProductGroup",100,True,,,,,,
101,"VendorExtraInfo","Vendor",0,"nav2017_cus","VendorExtraInfo",101,True,,,,,,
